category,goal,pledged,funded,blurb_adj,blurb_noun,blurb_verb,blurb_total,full_adj,full_noun,full_verb,full_total,train
Design,9000,21,FALSE,0.25,0.5,0.25,4,0.06741573,0.210272873,0.171749599,623,0
Fashion,10000,127,FALSE,0.176470588,0.058823529,0.235294118,17,0.084832905,0.161953728,0.172236504,389,1
Games,950,285,FALSE,0.25,0.1875,0,16,0.108695652,0.184782609,0.206521739,184,0
Publishing,10000,10,FALSE,0.047619048,0.047619048,0.380952381,21,0.070588235,0.070588235,0.211764706,85,0
Music,1200,1240,TRUE,0.045454545,0.318181818,0.136363636,22,0.073863636,0.142045455,0.173295455,352,0
Publishing,3000,3530,TRUE,0,0.142857143,0.142857143,21,0.07027027,0.12972973,0.135135135,185,0
Dance,1300,1565,TRUE,0,0.545454545,0,11,0.089788732,0.190140845,0.14084507,568,1
Fashion,27100,0,FALSE,0.25,0.5,0,4,0.046511628,0.226744186,0.156976744,172,0
Music,15000,5518,FALSE,0.08,0.16,0.16,25,0.062672811,0.188940092,0.134562212,1085,0
Film & Video,2500,25,FALSE,0,0.157894737,0.105263158,19,0.065104167,0.171875,0.166666667,384,0
Art,7000,1,FALSE,0.045454545,0.227272727,0.181818182,22,0.047318612,0.1829653,0.214511041,317,0
Comics,3400,4623,TRUE,0.181818182,0.227272727,0.136363636,22,0.059210526,0.153947368,0.140131579,1520,0
Journalism,50,18,FALSE,0.041666667,0.125,0.208333333,24,0.077844311,0.071856287,0.251497006,167,1
Theater,20000,25,FALSE,0.04,0.08,0.28,25,0.081530782,0.159733777,0.144758735,601,0
Publishing,500,112,FALSE,0.130434783,0.130434783,0.260869565,23,0.0703125,0.1953125,0.1875,128,0
Games,130000,49713.14,FALSE,0.19047619,0.142857143,0.095238095,21,0.096737264,0.164281626,0.156267888,1747,0
Technology,1000,0,FALSE,0.130434783,0.260869565,0.130434783,23,0.078571429,0.221428571,0.171428571,140,1
Music,7000,7266.41,TRUE,0.090909091,0.227272727,0.227272727,22,0.078481013,0.17721519,0.151898734,395,1
Theater,125000,2085,FALSE,0.095238095,0.142857143,0.095238095,21,0.075342466,0.167808219,0.174657534,292,0
Film & Video,4000,36,FALSE,0.047619048,0.238095238,0.142857143,21,0.090909091,0.212121212,0.143939394,132,0
Publishing,3500,942,FALSE,0.166666667,0.25,0.083333333,24,0.080482897,0.130784708,0.205231388,497,1
Food,15000,667,FALSE,0.222222222,0.333333333,0.111111111,18,0.053333333,0.133333333,0.126666667,300,0
Film & Video,2000,50,FALSE,0.15,0.35,0.05,20,0.032258065,0.204301075,0.172043011,93,1
Film & Video,50000,481,FALSE,0.210526316,0.263157895,0.157894737,19,0.107563025,0.164705882,0.178151261,595,0
Games,1000,130,FALSE,0,0.115384615,0.115384615,26,0.051239669,0.192286501,0.173553719,1815,0
Food,20000,6,FALSE,0.083333333,0.25,0.25,12,0.09765625,0.16796875,0.23828125,256,0
Photography,20000,591,FALSE,0.222222222,0.166666667,0.166666667,18,0.142394822,0.16828479,0.15210356,309,1
Music,2100,735,FALSE,0.04,0.12,0.12,25,0.081589958,0.154811715,0.165271967,478,1
Food,120000,175,FALSE,0.375,0.25,0,8,0.117647059,0.2,0.094117647,85,1
Film & Video,3500,0,FALSE,0.045454545,0.136363636,0.181818182,22,0.059210526,0.129385965,0.168859649,456,1
Publishing,5000,1,FALSE,0,0.181818182,0.181818182,22,0.13876652,0.306167401,0.105726872,454,1
Food,850,1133,TRUE,0.153846154,0.230769231,0.153846154,13,0.119929453,0.171957672,0.148148148,1134,1
Film & Video,10000,0,FALSE,0.272727273,0.136363636,0.045454545,22,0.04109589,0.150684932,0.219178082,146,0
Comics,1700,1734,TRUE,0.111111111,0,0,9,0.068493151,0.160647572,0.160647572,803,1
Film & Video,3000,2805,FALSE,0,0.3,0.15,20,0.072144289,0.142284569,0.138276553,499,0
Film & Video,25000,150,FALSE,0,0.222222222,0.111111111,9,0.0625,0.216346154,0.134615385,208,1
Publishing,10000,0,FALSE,0.05,0.3,0.15,20,0.043103448,0.181034483,0.146551724,116,0
Comics,900,700,FALSE,0,0.12,0.16,25,0.051282051,0.174358974,0.148717949,390,1
Crafts,2000,66,FALSE,0.105263158,0.157894737,0.210526316,19,0.087591241,0.204379562,0.153284672,137,0
Food,1600,20,FALSE,0,0.166666667,0.166666667,24,0.038834951,0.116504854,0.203883495,103,1
Journalism,5000,5000.08,TRUE,0,0.181818182,0.136363636,22,0.069364162,0.124277457,0.182080925,346,0
Design,24000,3720,FALSE,0.04,0.24,0.24,25,0.059907834,0.159754224,0.162826421,651,0
Games,45000,13629,FALSE,0.235294118,0.176470588,0.058823529,17,0.092170466,0.152626363,0.163528246,1009,0
Fashion,7500,100,FALSE,0.08,0.24,0.08,25,0.061333333,0.149333333,0.152,375,1
Fashion,10000,3538,FALSE,0.105263158,0.052631579,0.105263158,19,0.098870056,0.176553672,0.166666667,708,0
Journalism,7000,395,FALSE,0.058823529,0.235294118,0.294117647,17,0.098484848,0.106060606,0.189393939,264,1
Fashion,3000,3500,TRUE,0.111111111,0.111111111,0.222222222,18,0.063953488,0.162790698,0.177325581,344,1
Crafts,1100,1373,TRUE,0.038461538,0.192307692,0.230769231,26,0.056277056,0.16017316,0.194805195,231,1
Music,1200,0,FALSE,0,0.3125,0.1875,16,0.058823529,0.156862745,0.137254902,51,0
Journalism,450,340,FALSE,0.090909091,0.181818182,0.136363636,22,0.090909091,0.178787879,0.181818182,330,1
Comics,10000,66,FALSE,0,0.25,0,4,0.063694268,0.210191083,0.178343949,157,0
Design,5000,3455,FALSE,0.142857143,0.142857143,0.214285714,14,0.104557641,0.206434316,0.168900804,373,1
Film & Video,15000,25,FALSE,0,0.142857143,0.142857143,21,0.04040404,0.212121212,0.222222222,99,0
Crafts,1700,0,FALSE,0.166666667,0.277777778,0.111111111,18,0.053968254,0.158730159,0.198412698,630,0
Crafts,10000,2726,FALSE,0.090909091,0.227272727,0.136363636,22,0.077922078,0.177489177,0.168831169,231,1
Crafts,5000,9332,TRUE,0.043478261,0.347826087,0.130434783,23,0.092150171,0.156143345,0.164675768,1172,0
Music,1800,125,FALSE,0.142857143,0.142857143,0.095238095,21,0.096153846,0.076923077,0.211538462,52,1
Technology,75000,183449.14,TRUE,0.105263158,0.315789474,0.157894737,19,0.09394572,0.145093946,0.1565762,958,1
Design,10000,1047,FALSE,0.043478261,0.043478261,0.260869565,23,0.054216867,0.156626506,0.174698795,166,0
Fashion,1500,0,FALSE,0.125,0.125,0.166666667,24,0.075471698,0.216981132,0.216981132,106,1
Publishing,8000,100,FALSE,0,0.142857143,0.047619048,21,0.059503177,0.140381282,0.157134604,1731,1
Food,10,3,FALSE,0.074074074,0.037037037,0.333333333,27,0.041666667,0.166666667,0.291666667,24,1
Dance,100,58,FALSE,0.095238095,0.19047619,0.047619048,21,0.120689655,0.172413793,0.206896552,58,1
Publishing,1500,3001,TRUE,0.157894737,0.210526316,0.157894737,19,0.070351759,0.165829146,0.180904523,398,1
Design,50000,12056,FALSE,0,0.578947368,0.052631579,19,0.085308057,0.186018957,0.170616114,844,1
Technology,3000,0,FALSE,0,0.136363636,0.181818182,22,0.054200542,0.138211382,0.192411924,369,0
Music,10000,10840.63,TRUE,0.038461538,0.076923077,0.076923077,26,0.073267327,0.124752475,0.138613861,505,0
Film & Video,8500,0,FALSE,0.117647059,0.176470588,0.117647059,17,0.08411215,0.112149533,0.168224299,107,0
Games,21000,7234,FALSE,0.05,0.2,0.2,20,0.064236111,0.1875,0.159722222,576,1
Dance,2000,450,FALSE,0.272727273,0.090909091,0.272727273,11,0.085714286,0.2,0.157142857,70,1
Film & Video,5000,830,FALSE,0.08,0.28,0.12,25,0.069431921,0.144274121,0.168620379,1109,0
Fashion,1700,121.31,FALSE,0,0.222222222,0,9,0.074074074,0.102880658,0.127572016,243,1
Games,8000,80,FALSE,0,0.238095238,0.238095238,21,0.0859375,0.2109375,0.1875,128,0
Film & Video,7000,1622,FALSE,0.111111111,0.166666667,0.166666667,18,0.068870523,0.143250689,0.220385675,363,1
Technology,10000,1,FALSE,0.052631579,0.210526316,0.052631579,19,0.030769231,0.261538462,0.107692308,65,1
Technology,250,85,FALSE,0.133333333,0.266666667,0,15,0.056872038,0.118483412,0.213270142,211,1
Crafts,10000,0,FALSE,0.090909091,0.090909091,0.181818182,22,0.033472803,0.133891213,0.205020921,239,0
Art,6000,0,FALSE,0.136363636,0.272727273,0.136363636,22,0.04109589,0.260273973,0.205479452,73,1
Food,25000,631,FALSE,0.125,0.25,0.25,16,0.070281124,0.192771084,0.184738956,498,0
Film & Video,1500,120,FALSE,0.0625,0.25,0.125,16,0.076923077,0.186813187,0.131868132,91,1
Film & Video,1800,71,FALSE,0.1,0.25,0.05,20,0.08778626,0.190839695,0.122137405,262,1
Food,10000,1256,FALSE,0.15,0.2,0.05,20,0.117021277,0.144680851,0.178723404,470,1
Crafts,6000,6321,TRUE,0.142857143,0.142857143,0,7,0.074561404,0.144736842,0.173245614,456,0
Music,3333,3678,TRUE,0,0.166666667,0.208333333,24,0.058981233,0.160857909,0.171581769,373,1
Fashion,16690,18060,TRUE,0.05,0.1,0.05,20,0.071428571,0.16988417,0.162162162,518,1
Publishing,2300,432,FALSE,0.047619048,0.047619048,0.238095238,21,0.09383378,0.146112601,0.128686327,746,1
Design,10000,750,FALSE,0.043478261,0.130434783,0.130434783,23,0.074427481,0.141221374,0.215648855,524,1
Film & Video,13400,0,FALSE,0.166666667,0.166666667,0.166666667,24,0.062572422,0.200463499,0.195828505,863,0
Food,264698,5270,FALSE,0.095238095,0.19047619,0.238095238,21,0.101492537,0.179104478,0.191044776,670,1
Food,30,0,FALSE,0,0.25,0.375,8,0.056603774,0.169811321,0.169811321,53,1
Music,5000,465,FALSE,0,0,0,5,0.095679012,0.108024691,0.114197531,324,1
Games,8000,2206,FALSE,0.071428571,0.357142857,0.142857143,14,0.077830189,0.158018868,0.155660377,424,1
Design,2398,226,FALSE,0.086956522,0.217391304,0.130434783,23,0.081504702,0.178683386,0.169278997,319,1
Technology,12000,135,FALSE,0.142857143,0.238095238,0.19047619,21,0.050980392,0.192156863,0.149019608,255,1
Publishing,15500,200,FALSE,0,0.1875,0.1875,16,0.097744361,0.176691729,0.184210526,266,1
Technology,10000,5,FALSE,0.083333333,0.125,0.166666667,24,0.109792285,0.198813056,0.163204748,337,0
Food,15000,20,FALSE,0.037037037,0.148148148,0.222222222,27,0.049079755,0.159509202,0.208588957,489,1
Food,50000,1095,FALSE,0.263157895,0.105263158,0.105263158,19,0.099344978,0.194323144,0.165938865,916,0
Music,150000,22052,FALSE,0.222222222,0.166666667,0.166666667,18,0.066878981,0.124203822,0.146496815,314,0
Food,35000,37260,TRUE,0.055555556,0.222222222,0.277777778,18,0.059360731,0.182648402,0.196347032,219,0
Music,450,110,FALSE,0.083333333,0.125,0.166666667,24,0.093189964,0.164874552,0.121863799,279,0
Publishing,7500,11529,TRUE,0.25,0.2,0.2,20,0.083657588,0.145914397,0.1692607,1542,0
Publishing,1500,546,FALSE,0.1,0.25,0.1,20,0.067605634,0.118309859,0.171830986,355,1
Art,1000,0,FALSE,0.111111111,0.111111111,0.111111111,18,0.076335878,0.187022901,0.160305344,262,1
Technology,87000,5485,FALSE,0.090909091,0.181818182,0.181818182,22,0.076530612,0.170068027,0.147959184,588,0
Games,300,113,FALSE,0.125,0.1875,0,16,0.09252669,0.177935943,0.145907473,281,0
Food,75000,35,FALSE,0,0,0,6,0.029411765,0.029411765,0.029411765,34,1
Technology,350000,153641,FALSE,0.142857143,0.238095238,0.142857143,21,0.106321839,0.198994253,0.141522989,1392,1
Food,10000,10028,TRUE,0,0.181818182,0.272727273,11,0.077562327,0.152354571,0.180055402,361,1
Crafts,170,20,FALSE,0.043478261,0.217391304,0.130434783,23,0.08,0.152727273,0.174545455,275,0
Games,35000,37059.35,TRUE,0,0.176470588,0,17,0.072869226,0.163630449,0.160377358,3074,0
Music,5000,971.03,FALSE,0,0.333333333,0.333333333,9,0.078549849,0.18429003,0.166163142,331,0
Dance,3300,1495,FALSE,0.157894737,0.315789474,0.052631579,19,0.097505669,0.179138322,0.133786848,441,1
Publishing,8000,4866,FALSE,0.076923077,0.192307692,0.153846154,26,0.089855072,0.182608696,0.165217391,1380,0
Comics,2800,407,FALSE,0.090909091,0.136363636,0.090909091,22,0.074074074,0.166666667,0.166666667,162,0
Publishing,8888,95,FALSE,0.285714286,0.142857143,0.071428571,14,0.11023622,0.11023622,0.149606299,127,0
Fashion,3500,136,FALSE,0.090909091,0.136363636,0.272727273,22,0.069958848,0.156378601,0.193415638,243,0
Art,3000,1822,FALSE,0.222222222,0.222222222,0.111111111,18,0.068877551,0.182397959,0.165816327,784,1
Design,1000,7566,TRUE,0,0,0.05,20,0.082294264,0.164588529,0.174563591,401,1
Publishing,9000,9323.66,TRUE,0.266666667,0.266666667,0.066666667,15,0.101608806,0.143945809,0.15918713,1181,1
Food,10000,30,FALSE,0.1,0.3,0.1,10,0.055319149,0.187234043,0.170212766,235,0
Photography,5000,0,FALSE,0.1875,0.0625,0.0625,16,0.063829787,0.106382979,0.212765957,47,1
Design,15000,0,FALSE,0.19047619,0.142857143,0.095238095,21,0.069868996,0.200873362,0.200873362,229,0
Music,5000,0,FALSE,0.045454545,0,0.181818182,22,0.077319588,0.159793814,0.201030928,194,0
Comics,1500,1775,TRUE,0.045454545,0.136363636,0.136363636,22,0.076923077,0.183150183,0.179487179,273,0
Technology,220000,440,FALSE,0.105263158,0.052631579,0.210526316,19,0.066508314,0.185273159,0.175771971,421,1
Design,2560,6273,TRUE,0.04,0.16,0.24,25,0.057649667,0.141906874,0.171840355,902,1
Art,2500,2000,FALSE,0.142857143,0.142857143,0.214285714,14,0.08490566,0.147169811,0.171698113,530,0
Film & Video,30000,31850,TRUE,0.055555556,0.111111111,0.111111111,18,0.063476563,0.14453125,0.1328125,1024,1
Journalism,40000,0,FALSE,0.038461538,0.230769231,0.269230769,26,0.036144578,0.21686747,0.180722892,83,0
Technology,12000,13740,TRUE,0.095238095,0.142857143,0.142857143,21,0.067247821,0.254047323,0.141967621,803,1
Fashion,1000,0,FALSE,0,0.083333333,0.208333333,24,0.067901235,0.216049383,0.141975309,162,0
Music,750,230,FALSE,0.090909091,0.181818182,0.090909091,11,0.063122924,0.166112957,0.186046512,301,0
Publishing,8500,10679.62,TRUE,0.083333333,0.083333333,0.166666667,12,0.107142857,0.192460317,0.152777778,504,0
Music,200,68,FALSE,0.1875,0.125,0.1875,16,0.065830721,0.194357367,0.159874608,319,1
Games,1300,1350,TRUE,0.043478261,0.173913043,0.217391304,23,0.089820359,0.179640719,0.173652695,167,0
Music,600,240,FALSE,0.125,0.166666667,0.166666667,24,0.067307692,0.129807692,0.173076923,208,0
Dance,5000,5540,TRUE,0.230769231,0.230769231,0.153846154,13,0.075630252,0.139495798,0.156302521,595,1
Photography,5500,220,FALSE,0.083333333,0.25,0.083333333,24,0.069230769,0.188461538,0.192307692,260,0
Technology,25000,160,FALSE,0.1875,0.25,0.1875,16,0.118483412,0.182464455,0.165876777,422,0
Art,1000,1055,TRUE,0.111111111,0.055555556,0.166666667,18,0.052356021,0.151832461,0.115183246,191,1
Film & Video,4089,0,FALSE,0.133333333,0.133333333,0.066666667,15,0.092715232,0.198675497,0.132450331,151,0
Film & Video,4000,4065,TRUE,0.0625,0.1875,0.1875,16,0.080985915,0.211267606,0.14084507,284,1
Games,1000,1157,TRUE,0,0.291666667,0.125,24,0.0875,0.15,0.14375,160,1
Music,4000,3068,FALSE,0.047619048,0.19047619,0.142857143,21,0.039370079,0.162729659,0.149606299,381,1
Crafts,2500,0,FALSE,0.08,0.16,0.28,25,0.0606469,0.156334232,0.185983827,742,0
Food,700,50,FALSE,0.08,0.12,0.16,25,0.070175439,0.087719298,0.236842105,114,1
Technology,600,21,FALSE,0.052631579,0.210526316,0.157894737,19,0.035971223,0.158273381,0.172661871,139,0
Fashion,10000,0,FALSE,0.047619048,0.238095238,0.095238095,21,0.080645161,0.177419355,0.180645161,310,0
Film & Video,500,575,TRUE,0.166666667,0.222222222,0.111111111,18,0.072727273,0.154545455,0.163636364,110,1
Games,5000,1,FALSE,0.095238095,0.19047619,0.19047619,21,0.088997898,0.212333567,0.130343378,1427,1
Technology,1000,2345,TRUE,0.105263158,0.210526316,0.210526316,19,0.057692308,0.122377622,0.159090909,572,1
Crafts,60,406,TRUE,0,0.222222222,0.222222222,27,0.051948052,0.181818182,0.201298701,154,0
Comics,2000,4060.77,TRUE,0.25,0.1,0.05,20,0.11884058,0.168115942,0.130434783,345,0
Design,8000,25,FALSE,0.19047619,0.19047619,0.19047619,21,0.090625,0.128125,0.1625,320,1
Film & Video,52026,0,FALSE,0.055555556,0.166666667,0.222222222,18,0.074285714,0.148571429,0.095238095,525,0
Technology,6000,306,FALSE,0.111111111,0.222222222,0.185185185,27,0.075,0.167105263,0.168421053,760,0
Food,20000,400,FALSE,0.066666667,0.133333333,0.133333333,15,0.085106383,0.127659574,0.212765957,47,1
Dance,4500,805,FALSE,0.058823529,0.176470588,0.352941176,17,0.062182741,0.137055838,0.137055838,788,1
Publishing,7500,25,FALSE,0.315789474,0.052631579,0.052631579,19,0.083333333,0.143004115,0.183127572,972,0
Fashion,10000,9831,FALSE,0.157894737,0.210526316,0.157894737,19,0.074344023,0.173469388,0.158892128,686,1
Film & Video,150000,1345,FALSE,0,0.15,0.1,20,0.090909091,0.14354067,0.157894737,209,0
Music,1000,1205,TRUE,0.25,0,0.25,4,0.082474227,0.195876289,0.154639175,97,0
Technology,5000,185,FALSE,0.117647059,0.117647059,0.176470588,17,0.088068182,0.190340909,0.210227273,352,1
Film & Video,10000,2171,FALSE,0.125,0.125,0.125,8,0.077199282,0.157989228,0.140035907,557,0
Music,50000,0,FALSE,0,0,0.095238095,21,0.059171598,0.183431953,0.171597633,169,1
Art,1945,20,FALSE,0,0.222222222,0.111111111,18,0.054298643,0.185520362,0.153846154,221,1
Fashion,50000,2302,FALSE,0.058823529,0.176470588,0.176470588,17,0.071055381,0.195402299,0.172413793,957,0
Film & Video,15000,487,FALSE,0.181818182,0.090909091,0.181818182,11,0.047457627,0.159322034,0.149152542,295,1
Technology,60000,188786.97,TRUE,0.0625,0.1875,0.125,16,0.088141026,0.15224359,0.16025641,624,0
Music,12000,12300.32,TRUE,0.083333333,0.083333333,0.25,24,0.064516129,0.142857143,0.207373272,217,1
Technology,12000,0,FALSE,0.055555556,0.444444444,0,18,0.050359712,0.179856115,0.179856115,139,1
Art,1500000,6302,FALSE,0.157894737,0.210526316,0.210526316,19,0.092920354,0.234513274,0.17699115,226,0
Design,4500,3402,FALSE,0.05,0.15,0.2,20,0.06693712,0.14198783,0.176470588,493,0
Journalism,1000,0,FALSE,0.125,0.125,0.25,16,0.095238095,0.12244898,0.156462585,147,1
Technology,500,0,FALSE,0.111111111,0.277777778,0.055555556,18,0.009259259,0.157407407,0.222222222,108,0
Photography,3000,4907,TRUE,0.166666667,0.333333333,0.166666667,6,0.043037975,0.22278481,0.146835443,395,0
Journalism,1000,0,FALSE,0.058823529,0.117647059,0.117647059,17,0.043103448,0.163793103,0.206896552,116,0
Games,2000,4339,TRUE,0,0.142857143,0.285714286,21,0.063781321,0.154897494,0.179954442,439,0
Film & Video,10000,1823,FALSE,0,0,0,9,0.046310832,0.157770801,0.128728414,1274,1
Technology,75000,4304,FALSE,0,0,0.333333333,6,0.09025788,0.172874881,0.143744031,2094,1
Food,70000,25995,FALSE,0.125,0.291666667,0.041666667,24,0,1,0,1,1
Comics,56000,189036.99,TRUE,0.181818182,0.136363636,0.045454545,22,0.085572843,0.163366337,0.138613861,1414,0
Film & Video,25000,346,FALSE,0.055555556,0.222222222,0.055555556,18,0.062322946,0.172804533,0.192634561,706,0
Fashion,7000,657,FALSE,0.166666667,0.166666667,0.083333333,24,0.060329068,0.15904936,0.155393053,547,1
Film & Video,7000,2815,FALSE,0.130434783,0.086956522,0.043478261,23,0.072761194,0.106343284,0.095149254,536,1
Fashion,2200,375,FALSE,0.074074074,0.259259259,0.111111111,27,0.042553191,0.205673759,0.170212766,141,1
Film & Video,17500,5119,FALSE,0,0.125,0.208333333,24,0.049217002,0.154362416,0.192393736,447,1
Games,15000,702.67,FALSE,0.15,0.1,0.1,20,0.059101655,0.160756501,0.205673759,423,0
Food,2500,3476,TRUE,0.333333333,0.166666667,0.055555556,18,0.085680751,0.176056338,0.178403756,852,1
Music,6500,11387.71,TRUE,0.066666667,0.2,0.133333333,15,0.075987842,0.121580547,0.191489362,658,0
Music,6000,700,FALSE,0.192307692,0.115384615,0.153846154,26,0.063157895,0.115789474,0.205263158,190,0
Design,300,481,TRUE,0,0,0,7,0.066455696,0.123417722,0.139240506,316,0
Publishing,10000,105,FALSE,0,0.130434783,0.173913043,23,0.062305296,0.133956386,0.205607477,321,0
Art,1800,485,FALSE,0.1,0.2,0.2,10,0.085443038,0.142405063,0.208860759,316,1
Food,19500,11543.45,FALSE,0.222222222,0.333333333,0.166666667,18,0.087791495,0.187928669,0.170096022,729,1
Music,10000,0,FALSE,0,0.214285714,0.214285714,14,0.082840237,0.130177515,0.213017751,169,0
Design,10000,47928,TRUE,0.105263158,0.368421053,0.052631579,19,0.090038314,0.157088123,0.172413793,522,1
Fashion,6000,0,FALSE,0.12,0.24,0.12,25,0.082524272,0.165048544,0.160194175,206,0
Food,100000,0,FALSE,0.133333333,0.2,0.066666667,15,0.070512821,0.211538462,0.16025641,156,0
Journalism,1000,0,FALSE,0,0.2,0.3,20,0.075697211,0.163346614,0.175298805,251,0
Technology,20000,21514,TRUE,0.238095238,0.285714286,0.142857143,21,0.092329545,0.167613636,0.164772727,704,0
Food,8000,11545.1,TRUE,0.333333333,0.266666667,0.133333333,15,0.082644628,0.15176559,0.168294515,1331,0
Technology,50000,2053,FALSE,0.25,0.1875,0.125,16,0.044715447,0.166666667,0.215447154,246,0
Fashion,10000,320,FALSE,0.125,0.375,0.125,8,0.077004219,0.164556962,0.165611814,948,0
Film & Video,76000,1,FALSE,0.047619048,0.142857143,0.095238095,21,0.04954955,0.225225225,0.18018018,222,0
Art,500,0,FALSE,0.111111111,0.222222222,0.222222222,9,0.030769231,0.169230769,0.161538462,130,0
Film & Video,20000,0,FALSE,0.1,0.1,0.05,20,0.096774194,0.129032258,0.161290323,62,0
Music,9000,11004,TRUE,0.045454545,0.272727273,0.090909091,22,0.079681275,0.270916335,0.131474104,502,1
Publishing,3000,15,FALSE,0,0.227272727,0.272727273,22,0.069620253,0.126582278,0.183544304,158,1
Games,25000,86804.66,TRUE,0.25,0.0625,0.0625,16,0.065605403,0.12301013,0.149541727,2073,1
Games,22500,7493.2,FALSE,0.1,0.15,0.15,20,0.071373157,0.133436773,0.181536074,1289,0
Crafts,10000,2051,FALSE,0.047619048,0.142857143,0.238095238,21,0.098901099,0.128205128,0.161172161,273,0
Publishing,6500,50,FALSE,0.047619048,0.047619048,0.19047619,21,0.062809917,0.171900826,0.196694215,605,1
Games,300,2794,TRUE,0.071428571,0.214285714,0.142857143,14,0.081333333,0.12,0.182666667,750,0
Design,1500,522,FALSE,0.066666667,0.4,0.2,15,0.050420168,0.235294118,0.100840336,119,0
Food,2000,10,FALSE,0.294117647,0.176470588,0.117647059,17,0.081180812,0.175276753,0.182656827,542,1
Publishing,28000,500,FALSE,0.047619048,0.19047619,0.095238095,21,0.064961023,0.161103338,0.176294223,5003,1
Music,300,170,FALSE,0.15,0.2,0.2,20,0.06097561,0.109756098,0.207317073,82,1
Games,16000,5295,FALSE,0.090909091,0.181818182,0.090909091,22,0.060740145,0.169348351,0.151246983,2486,0
Film & Video,100000,114758.45,TRUE,0.0625,0.125,0.0625,16,0.073794306,0.162696107,0.159209762,1721,0
Games,1000,2221,TRUE,0.071428571,0,0.142857143,14,0.097864769,0.171708185,0.140569395,1124,1
Dance,1500,235,FALSE,0.045454545,0.227272727,0.181818182,22,0.059270517,0.109422492,0.12006079,658,1
Music,2000,0,FALSE,0.235294118,0.235294118,0.117647059,17,0.272727273,0.242424242,0.060606061,33,0
Journalism,6500,7189,TRUE,0.076923077,0.153846154,0.192307692,26,0.064350064,0.160875161,0.168597169,777,1
Publishing,1670,2165,TRUE,0.066666667,0.133333333,0.066666667,15,0.088560886,0.151291513,0.116851169,813,0
Technology,100000,30231,FALSE,0.095238095,0.047619048,0.142857143,21,0.066891892,0.139189189,0.185810811,1480,0
Fashion,30000,31408,TRUE,0.1,0.2,0.1,20,0.101373183,0.198707593,0.144588045,2476,0
Film & Video,5000,10626,TRUE,0.333333333,0,0.166666667,6,0.088850174,0.158536585,0.181184669,574,0
Crafts,25000,105,FALSE,0,0.217391304,0.260869565,23,0.073529412,0.147058824,0.176470588,136,1
Music,4000,4218.06,TRUE,0,0,0.125,24,0.08,0.157037037,0.121481481,675,0
Crafts,750,5,FALSE,0.076923077,0.230769231,0.307692308,13,0.077490775,0.147601476,0.184501845,271,1
Fashion,7000,6725,FALSE,0.058823529,0.235294118,0.176470588,17,0.114925373,0.204975124,0.119900498,2010,0
Publishing,1000,0,FALSE,0.05,0.3,0.25,20,0.082352941,0.194117647,0.164705882,340,0
Technology,45000,703,FALSE,0.04,0.2,0.2,25,0.083743842,0.206896552,0.172413793,203,0
Photography,25000,100,FALSE,0,0.2,0.2,20,0.016666667,0.183333333,0.183333333,60,0
Art,12000,2616,FALSE,0.045454545,0.227272727,0.136363636,22,0.112956811,0.156146179,0.176079734,301,1
Food,25000,0,FALSE,0.05,0.05,0.15,20,0.029411765,0.117647059,0.117647059,34,1
Food,15000,20796,TRUE,0.090909091,0,0.090909091,11,0.064569536,0.13410596,0.175496689,604,0
Journalism,15000,100,FALSE,0.071428571,0.142857143,0.285714286,14,0.09178744,0.144927536,0.15942029,207,0
Publishing,3500,0,FALSE,0,0.090909091,0.227272727,22,0.062289562,0.153198653,0.208754209,594,1
Crafts,4000,30,FALSE,0,1,0,4,0.073059361,0.205479452,0.196347032,219,1
Film & Video,45000,56730.53,TRUE,0.095238095,0.19047619,0.142857143,21,0.091194969,0.103773585,0.204402516,318,0
Publishing,1200,0,FALSE,0,0.130434783,0.130434783,23,0.070175439,0.102756892,0.13283208,399,1
Photography,11000,620,FALSE,0.047619048,0.238095238,0,21,0.061403509,0.166666667,0.122807018,228,1
Film & Video,4000,3775,FALSE,0.133333333,0.266666667,0,15,0.092165899,0.164746544,0.126728111,868,1
Food,15000,0,FALSE,0.05,0.15,0.2,20,0.105590062,0.161490683,0.186335404,161,0
Film & Video,16500,1402,FALSE,0.2,0.12,0.04,25,0.094091904,0.17833698,0.18380744,914,0
Music,25000,25817,TRUE,0.166666667,0.041666667,0.208333333,24,0.076523995,0.170341548,0.138780804,2313,0
Technology,5000,50,FALSE,0.086956522,0.173913043,0.173913043,23,0.087378641,0.110032362,0.200647249,309,1
Art,5000,5063,TRUE,0.058823529,0.294117647,0.176470588,17,0.046783626,0.134502924,0.225146199,342,0
Art,1000,0,FALSE,0.130434783,0.304347826,0.086956522,23,0.049209139,0.154657293,0.191564148,569,0
Dance,5000,0,FALSE,0.105263158,0.421052632,0.105263158,19,0.103825137,0.191256831,0.153005464,183,1
Technology,20000,17305.96,FALSE,0.142857143,0.285714286,0.071428571,14,0.074404762,0.174603175,0.165674603,1008,0
Art,5000,510,FALSE,0,0.277777778,0.111111111,18,0.035971223,0.258992806,0.158273381,139,1
Fashion,30000,5072,FALSE,0.166666667,0.125,0.166666667,24,0.092885375,0.156126482,0.162055336,506,0
Music,30000,6,FALSE,0.045454545,0.045454545,0.227272727,22,0.062256809,0.155642023,0.151750973,257,0
Fashion,10000,75,FALSE,0,0.136363636,0.136363636,22,0.081632653,0.142857143,0.102040816,49,0
