category,goal,pledged,funded,blurb_adj,blurb_noun,blurb_verb,blurb_total,full_adj,full_noun,full_verb,full_total,train
Publishing,1500,0,FALSE,0.086956522,0.304347826,0.173913043,23,0.055865922,0.173184358,0.195530726,179,0
Music,1000,0,FALSE,0,0.4,0.2,5,0,0.25,0.1875,16,1
Film & Video,10000,3140,FALSE,0.111111111,0.222222222,0.166666667,18,0.077253219,0.143776824,0.150214592,466,0
Art,750,70,FALSE,0,0,0,3,0.071022727,0.15625,0.221590909,352,0
Fashion,40000,42950,TRUE,0.111111111,0.111111111,0.111111111,18,0.054216867,0.16064257,0.194779116,498,1
Games,15000,663,FALSE,0,0.4,0.2,5,0.068201194,0.190110827,0.135549872,1173,0
Film & Video,2100,2210,TRUE,0.133333333,0.333333333,0.066666667,15,0.083665339,0.22310757,0.143426295,251,0
Publishing,750,848,TRUE,0,0.052631579,0.105263158,19,0.074626866,0.11641791,0.131343284,335,1
Publishing,3000,0,FALSE,0,0.086956522,0.260869565,23,0.057228916,0.159638554,0.201807229,332,1
Music,480000,25,FALSE,0.2,0.2,0.1,10,0.082758621,0.181609195,0.183908046,435,0
Design,150000,0,FALSE,0.038461538,0.115384615,0.192307692,26,0.080357143,0.209821429,0.178571429,224,0
Film & Video,12000,1210,FALSE,0.071428571,0.142857143,0.071428571,14,0.075949367,0.126582278,0.156118143,237,0
Technology,65000,162,FALSE,0.04,0.08,0.24,25,0.109090909,0.145454545,0.236363636,55,1
Crafts,1800,1870,TRUE,0.047619048,0.19047619,0.19047619,21,0.1125,0.175,0.175,80,0
Film & Video,700,0,FALSE,0,0.04,0.32,25,0.073260073,0.146520147,0.168498168,273,1
Games,5000,44413.51,TRUE,0.052631579,0.210526316,0.105263158,19,0.077868852,0.133196721,0.171106557,976,0
Technology,15000,2491,FALSE,0.04,0.16,0.12,25,0.082076041,0.178636089,0.150271575,1657,1
Music,20000,4525,FALSE,0,0,0.391304348,23,0.074585635,0.104972376,0.20441989,362,0
Fashion,2500,5,FALSE,0.0625,0.1875,0.125,16,0.12173913,0.130434783,0.217391304,115,0
Music,2000,2550.33,TRUE,0.076923077,0.153846154,0.153846154,26,0.079012346,0.145679012,0.182716049,405,1
Publishing,4000,25,FALSE,0.125,0.25,0.125,8,0.12543554,0.167247387,0.083623693,287,1
Photography,7000,7053,TRUE,0,0.090909091,0.090909091,11,0.054545455,0.15,0.140909091,220,1
Music,65000,73199,TRUE,0,0,0,11,0.059475806,0.158266129,0.154233871,992,0
Fashion,2400,3307,TRUE,0.266666667,0.133333333,0.066666667,15,0.068426197,0.154447703,0.189638319,1023,1
Photography,5000,0,FALSE,0.105263158,0.157894737,0.105263158,19,0.097622028,0.192740926,0.140175219,799,0
Music,25000,1800,FALSE,0,0.166666667,0.166666667,18,0.062901155,0.164313222,0.219512195,779,1
Design,6000,9757,TRUE,0.25,0.125,0.1875,16,0.058968059,0.179361179,0.167076167,407,1
Technology,200000,411,FALSE,0.058823529,0.235294118,0.235294118,17,0.113636364,0.136363636,0.215909091,88,0
Film & Video,7500,7899.13,TRUE,0.136363636,0.181818182,0.181818182,22,0.102272727,0.232954545,0.142045455,176,0
Food,8000,0,FALSE,0.2,0.3,0.2,10,0.152542373,0.203389831,0.169491525,59,1
Publishing,18200,13,FALSE,0.071428571,0.142857143,0.142857143,14,0.050574713,0.17816092,0.136781609,870,0
Food,12000,560,FALSE,0.045454545,0.090909091,0.272727273,22,0.066326531,0.181122449,0.206632653,392,0
Film & Video,10000,290,FALSE,0.142857143,0.238095238,0.142857143,21,0.061052632,0.166315789,0.155789474,475,1
Comics,2000,0,FALSE,0.05,0.35,0.15,20,0.070895522,0.235074627,0.145522388,268,0
Food,700,0,FALSE,0,0.153846154,0.230769231,26,0.053435115,0.122137405,0.190839695,131,1
Crafts,500,0,FALSE,0.038461538,0.076923077,0.269230769,26,0.054545455,0.163636364,0.272727273,55,1
Technology,350000,9321,FALSE,0,0.142857143,0.142857143,14,0.076923077,0.220159151,0.159151194,377,1
Food,5500,6571,TRUE,0,0.130434783,0.130434783,23,0.063432836,0.160447761,0.141791045,268,1
Art,6500,7667,TRUE,0.055555556,0.222222222,0.222222222,18,0.083333333,0.155172414,0.166666667,696,1
Film & Video,20000,73,FALSE,0.047619048,0.047619048,0.238095238,21,0.06741573,0.164794007,0.142322097,267,1
Music,7000,7000,TRUE,0.1,0.1,0.2,20,0.065192084,0.130384168,0.16298021,859,1
Technology,200,261,TRUE,0,0.347826087,0.043478261,23,0.033898305,0.084745763,0.169491525,59,1
Art,150,11,FALSE,0.095238095,0.19047619,0.19047619,21,0.061046512,0.125,0.174418605,344,1
Fashion,18000,1919,FALSE,0.086956522,0.304347826,0.130434783,23,0.064447966,0.132593767,0.200211305,1893,0
Food,2000,2270,TRUE,0.1,0.2,0.1,10,0.07239819,0.16892911,0.171945701,663,1
Film & Video,14800,0,FALSE,0,0.133333333,0.266666667,15,0.091160221,0.193370166,0.168508287,362,1
Design,75000,52140.39,FALSE,0.05,0.3,0.3,20,0.079960186,0.173523557,0.176841407,3014,0
Film & Video,800,1080,TRUE,0,0.25,0.125,8,0.132596685,0.165745856,0.132596685,181,0
Crafts,1200,1897,TRUE,0.115384615,0.307692308,0.230769231,26,0.083729781,0.193149382,0.170313987,1051,1
Crafts,3000,0,FALSE,0.115384615,0.115384615,0.153846154,26,0.057692308,0.141025641,0.192307692,624,0
Games,50000,7656,FALSE,0,0.105263158,0.210526316,19,0.09478673,0.176303318,0.142180095,1055,0
Food,500,60,FALSE,0.25,0.125,0.083333333,24,0.078512397,0.107438017,0.161157025,242,0
Music,15000,16001,TRUE,0.047619048,0.142857143,0.19047619,21,0.112676056,0.138832998,0.160965795,497,1
Film & Video,60000,205,FALSE,0.166666667,0.166666667,0,12,0.073033708,0.176966292,0.165730337,356,1
Film & Video,20000,12384,FALSE,0.181818182,0.181818182,0,11,0.066445183,0.162790698,0.156146179,602,0
Crafts,7000,671,FALSE,0.058823529,0.058823529,0.058823529,17,0.115294118,0.223529412,0.124705882,425,0
Music,1500,1794,TRUE,0.0625,0.3125,0.125,16,0.080229226,0.1747851,0.163323782,349,0
Design,1000,35,FALSE,0.066666667,0.266666667,0.133333333,15,0.116504854,0.199029126,0.189320388,206,0
Film & Video,100000,159015.87,TRUE,0.05,0.05,0.2,20,0.087855297,0.186046512,0.098191214,387,0
Technology,30000,8283.83,FALSE,0.157894737,0.157894737,0.263157895,19,0.087662338,0.172077922,0.181818182,308,1
Design,49550,1430,FALSE,0.173913043,0.304347826,0.086956522,23,0.08762322,0.152245345,0.199342826,913,0
Film & Video,30000,4407,FALSE,0.1,0.2,0.1,20,0.063622754,0.151197605,0.13997006,1336,1
Design,35000,100,FALSE,0,0.227272727,0.090909091,22,0.076519916,0.192872117,0.171907757,954,0
Publishing,30000,480,FALSE,0.08,0.12,0.28,25,0.070561457,0.16616085,0.168437026,1318,1
Fashion,800,1915,TRUE,0.111111111,0.222222222,0.111111111,9,0.073482428,0.182108626,0.204472843,313,1
Publishing,10000,2,FALSE,0.047619048,0.285714286,0.142857143,21,0.068807339,0.167431193,0.135321101,436,1
Games,10000,9772,FALSE,0.086956522,0.347826087,0.086956522,23,0.085885486,0.177097204,0.156458056,3004,1
Technology,6000,972,FALSE,0.2,0.2,0.133333333,15,0.081156716,0.1875,0.146455224,1072,1
Publishing,1000,0,FALSE,0.05,0.1,0.1,20,0.044444444,0.144444444,0.155555556,90,1
Music,12000,130,FALSE,0.043478261,0.260869565,0.173913043,23,0.058176101,0.13836478,0.210691824,636,0
Art,50000,15,FALSE,0.375,0.25,0,8,0.065789474,0.210526316,0.223684211,76,1
Art,3500,5335,TRUE,0,0,0.368421053,19,0.078378378,0.154054054,0.148648649,370,0
Publishing,2500,3260,TRUE,0.117647059,0.294117647,0.117647059,17,0.083665339,0.15936255,0.151394422,753,1
Music,5000,1400,FALSE,0.133333333,0.4,0.133333333,15,0.062015504,0.15503876,0.186046512,129,1
Film & Video,5000,6890.25,TRUE,0.095238095,0.19047619,0.095238095,21,0.074116306,0.168757127,0.160775371,877,0
Technology,1500,0,FALSE,0.052631579,0.157894737,0.210526316,19,0.05785124,0.173553719,0.123966942,121,1
Food,20000,3280,FALSE,0.076923077,0.115384615,0.153846154,26,0.077041602,0.194144838,0.151001541,649,0
Comics,10500,75,FALSE,0.222222222,0.166666667,0.222222222,18,0.076335878,0.13740458,0.183206107,131,1
Games,500,3465,TRUE,0,0,0.0625,16,0.058648849,0.11952487,0.112843356,1347,1
Technology,10000,4195,FALSE,0.130434783,0.304347826,0.086956522,23,0.069948187,0.189119171,0.183937824,386,1
Film & Video,500,685,TRUE,0.111111111,0.166666667,0.222222222,18,0.049327354,0.125560538,0.179372197,223,0
Art,8000,8248.11,TRUE,0.055555556,0.111111111,0.166666667,18,0.057471264,0.170114943,0.174712644,435,0
Music,10000,10510,TRUE,0.08,0.12,0.24,25,0.063492063,0.14021164,0.182539683,756,1
Games,25000,1,FALSE,0,0.125,0.125,8,0.083333333,0.19481982,0.164414414,888,1
Crafts,200,576,TRUE,0.117647059,0.235294118,0.058823529,17,0.04893617,0.2,0.163829787,470,0
Film & Video,12000,155,FALSE,0.052631579,0.263157895,0.157894737,19,0.069444444,0.177777778,0.175,360,1
Photography,2000,625,FALSE,0.086956522,0.260869565,0.173913043,23,0.049350649,0.124675325,0.197402597,385,1
Music,395,592,TRUE,0.210526316,0.105263158,0.105263158,19,0.067901235,0.146090535,0.164609053,486,1
Music,4000,695,FALSE,0.090909091,0.272727273,0.045454545,22,0.06,0.191666667,0.14,600,1
Games,440,410,FALSE,0.2,0.3,0.05,20,0.113861386,0.188118812,0.188118812,202,1
Journalism,2000,0,FALSE,0.176470588,0.294117647,0.117647059,17,0.101321586,0.215859031,0.149779736,227,1
Music,800,945,TRUE,0.041666667,0.083333333,0.291666667,24,0.054054054,0.027027027,0.081081081,37,1
Music,5000,55,FALSE,0.1,0.2,0.2,10,0.028571429,0.126530612,0.081632653,245,1
Art,1600,470,FALSE,0.043478261,0.260869565,0.173913043,23,0.028571429,0.228571429,0.185714286,70,1
Technology,15000,0,FALSE,0.052631579,0.315789474,0.210526316,19,0.08008658,0.181818182,0.170995671,462,0
Film & Video,8000,11961,TRUE,0.181818182,0.272727273,0,11,0.075641026,0.135897436,0.161538462,780,0
Film & Video,2800,100,FALSE,0.045454545,0.045454545,0.227272727,22,0.052631579,0.192982456,0.166666667,114,1
Film & Video,14000,14645,TRUE,0.052631579,0.157894737,0.052631579,19,0.089219331,0.148698885,0.146840149,538,1
Technology,50000,0,FALSE,0.066666667,0.4,0.2,15,0.095162569,0.176447264,0.146708961,2522,0
Crafts,5000,205,FALSE,0.0625,0.25,0.1875,16,0.07918552,0.147058824,0.201357466,442,1
Music,600,600.66,TRUE,0.045454545,0.045454545,0.272727273,22,0.100401606,0.196787149,0.16064257,249,1
Food,7500,12312,TRUE,0.210526316,0.421052632,0.105263158,19,0.106060606,0.166666667,0.160606061,330,1
Games,4000,1505,FALSE,0.045454545,0.181818182,0.136363636,22,0.05942623,0.233606557,0.18647541,488,0
Film & Video,1000,928,FALSE,0.2,0.066666667,0.066666667,15,0.070054945,0.160714286,0.151098901,728,0
Technology,20000,2206,FALSE,0.076923077,0.192307692,0.192307692,26,0.07379824,0.186188219,0.177386594,1477,1
Film & Video,3500,395,FALSE,0,0,0,6,0.100719424,0.165467626,0.194244604,278,1
Publishing,3700,217,FALSE,0.045454545,0.181818182,0.227272727,22,0.061728395,0.108024691,0.222222222,324,1
Games,6000,10,FALSE,0,0.166666667,0.333333333,18,0.026315789,0.157894737,0.236842105,76,1
Food,1000,1751,TRUE,0.142857143,0.214285714,0.142857143,14,0.06684492,0.20855615,0.152406417,374,0
Music,8500,3886.77,FALSE,0.074074074,0.185185185,0.222222222,27,0.042643923,0.170575693,0.194029851,469,1
Food,35000,100,FALSE,0.173913043,0.217391304,0.086956522,23,0.079166667,0.144444444,0.144444444,720,0
Games,5000,0,FALSE,0.041666667,0.291666667,0.166666667,24,0.090252708,0.202166065,0.180505415,277,1
Music,1000,0,FALSE,0.076923077,0.115384615,0.269230769,26,0.06,0.28,0.14,50,0
Food,350000,250,FALSE,0.047619048,0.095238095,0.19047619,21,0.049808429,0.130268199,0.222222222,261,1
Music,7500,2086,FALSE,0.083333333,0.125,0.208333333,24,0.105960265,0.21192053,0.112582781,151,0
Fashion,23000,10683,FALSE,0,0,0,11,0.101947308,0.18327606,0.129438717,873,0
Dance,9500,9589,TRUE,0.047619048,0.428571429,0.047619048,21,0.063636364,0.184848485,0.148484848,330,0
Food,20000,5595,FALSE,0.037037037,0.074074074,0.185185185,27,0.111111111,0.194444444,0.138888889,144,1
Crafts,1500,50,FALSE,0.111111111,0.166666667,0.111111111,18,0.071428571,0.151785714,0.142857143,112,0
Games,1,1099.66,TRUE,0.111111111,0.166666667,0.166666667,18,0.084219858,0.144503546,0.156914894,1128,1
Film & Video,350,370.01,TRUE,0.0625,0.3125,0.0625,16,0.053719008,0.161157025,0.190082645,242,0
Publishing,5650,30,FALSE,0.090909091,0.272727273,0.090909091,22,0.084942085,0.189189189,0.142857143,259,0
Crafts,1600,11,FALSE,0.090909091,0.045454545,0.272727273,22,0.057416268,0.090909091,0.19138756,209,1
Film & Video,10000,0,FALSE,0,0.153846154,0.076923077,26,0.044303797,0.208860759,0.196202532,158,0
Film & Video,20000,0,FALSE,0.055555556,0.388888889,0.111111111,18,0.058823529,0.205882353,0.176470588,34,0
Publishing,500,423,FALSE,0.142857143,0.047619048,0,21,0.112403101,0.178294574,0.11627907,516,0
Art,500,154,FALSE,0.058823529,0.235294118,0.176470588,17,0.066666667,0.154385965,0.18245614,570,0
Art,3000,61,FALSE,0,0.294117647,0.294117647,17,0.091549296,0.169014085,0.133802817,142,0
Crafts,5000,8656,TRUE,0.090909091,0.227272727,0.090909091,22,0.082135524,0.197125257,0.168377823,487,1
Technology,7000,35,FALSE,0.105263158,0.157894737,0.105263158,19,0.063829787,0.170212766,0.180032733,611,0
Technology,1750,1776,TRUE,0,0.3125,0.125,16,0.042936288,0.175900277,0.163434903,722,1
Publishing,1000,1403,TRUE,0.133333333,0.266666667,0.066666667,15,0.067039106,0.097765363,0.11452514,358,1
Publishing,1000,25,FALSE,0.058823529,0.235294118,0.058823529,17,0.067307692,0.163461538,0.173076923,208,0
Comics,2800,0,FALSE,0.125,0.083333333,0.125,24,0.087591241,0.175182482,0.172749392,411,1
Art,100,240,TRUE,0.047619048,0.238095238,0.047619048,21,0.064516129,0.129032258,0.161290323,31,1
Food,9000,0,FALSE,0.045454545,0.181818182,0.181818182,22,0.090384615,0.159615385,0.161538462,520,1
Fashion,100,0,FALSE,0.071428571,0.142857143,0.285714286,14,0.089041096,0.171232877,0.171232877,146,1
Art,10000,10265,TRUE,0.222222222,0.055555556,0.111111111,18,0.098765432,0.179012346,0.154320988,162,1
Publishing,6300,765,FALSE,0.105263158,0.315789474,0.157894737,19,0.072597137,0.159509202,0.163599182,978,0
Music,3500,3505,TRUE,0,0.125,0.166666667,24,0.051428571,0.131428571,0.182857143,175,1
Theater,15000,0,FALSE,0,0.291666667,0.208333333,24,0.052631579,0.233082707,0.135338346,133,1
Technology,4500,131,FALSE,0,0.086956522,0.130434783,23,0.109697933,0.225755167,0.122416534,629,0
Technology,8000,1550,FALSE,0.142857143,0.19047619,0.19047619,21,0.090361446,0.156626506,0.162650602,166,1
Comics,30000,35407.77,TRUE,0.173913043,0.217391304,0.086956522,23,0.096658711,0.169451074,0.130071599,838,0
Film & Video,100000,210,FALSE,0,0.260869565,0.217391304,23,0.03960396,0.148514851,0.188118812,202,0
Photography,5000,2935,FALSE,0.117647059,0.176470588,0.058823529,17,0.066878981,0.165605096,0.140127389,314,1
Photography,5000,6089,TRUE,0.1,0.1,0.2,10,0.05707196,0.200992556,0.183622829,403,0
Food,40000,41360.48,TRUE,0.111111111,0.277777778,0.055555556,18,0.097542243,0.160522273,0.142089094,1302,0
Food,42000,630,FALSE,0.315789474,0.368421053,0,19,0.06097561,0.140243902,0.207317073,164,1
Theater,1000,0,FALSE,0,0.1875,0.0625,16,0.061068702,0.198473282,0.160305344,131,0
Games,25000,25,FALSE,0,0.173913043,0.173913043,23,0.065693431,0.167883212,0.211678832,137,0
Technology,7000,0,FALSE,0.041666667,0.125,0.125,24,0.04950495,0.089108911,0.277227723,101,0
Comics,4500,5058,TRUE,0,0.173913043,0.173913043,23,0.068965517,0.163793103,0.146551724,116,1
Photography,15000,50,FALSE,0,0.117647059,0.176470588,17,0.108108108,0.243243243,0.135135135,74,1
Publishing,15000,0,FALSE,0.058823529,0.235294118,0.235294118,17,0.070878274,0.137134052,0.223420647,649,1
Music,2498,485,FALSE,0.047619048,0.285714286,0.142857143,21,0.080882353,0.176470588,0.194852941,272,1
Photography,750,0,FALSE,0.136363636,0.090909091,0.181818182,22,0.067669173,0.157894737,0.203007519,133,1
Design,5000,25,FALSE,0.047619048,0.285714286,0.238095238,21,0.046511628,0.203488372,0.220930233,172,0
Food,17000,26,FALSE,0.15,0.25,0.1,20,0.043478261,0.179710145,0.208695652,345,1
Technology,25000,0,FALSE,0.05,0.4,0.25,20,0.064285714,0.235714286,0.2,140,0
Games,12500,1703,FALSE,0.117647059,0.058823529,0.117647059,17,0.06173913,0.160869565,0.160869565,1150,1
Film & Video,6500,615,FALSE,0.052631579,0,0.210526316,19,0.109619687,0.127516779,0.178970917,447,1
Film & Video,10000,5300,FALSE,0.083333333,0.166666667,0.083333333,12,0.084210526,0.170175439,0.177192982,570,1
Food,145000,724,FALSE,0.133333333,0.266666667,0,15,0.117082534,0.174664107,0.119001919,521,1
Food,500,0,FALSE,0,0.291666667,0.25,24,0.05210643,0.157427938,0.22172949,902,1
Music,5000,1090,FALSE,0.25,0.3,0.05,20,0.075268817,0.172043011,0.172043011,93,0
Publishing,2500,1970,FALSE,0,0.058823529,0.058823529,17,0.081521739,0.173913043,0.160326087,368,1
Games,100,0,FALSE,0.047619048,0.095238095,0.238095238,21,0.073619632,0.116564417,0.196319018,163,0
Photography,3000,10,FALSE,0.043478261,0.130434783,0.217391304,23,0.04587156,0.165137615,0.211009174,109,1
Technology,66,20.08,FALSE,0.076923077,0.115384615,0.269230769,26,0,0.125,0.1875,16,0
Music,10000,0,FALSE,0.333333333,0,0,3,0.082089552,0.179104478,0.171641791,134,0
Fashion,20000,20519.27,TRUE,0.043478261,0.304347826,0.086956522,23,0.105164319,0.182159624,0.158685446,1065,1
Art,2300,40,FALSE,0.111111111,0.148148148,0.185185185,27,0.092715232,0.158940397,0.132450331,151,0
Music,2000,5,FALSE,0,0.3,0.3,10,0.049019608,0.166666667,0.254901961,102,0
Art,75000,420,FALSE,0.222222222,0.055555556,0.055555556,18,0.069064748,0.13381295,0.130935252,695,0
Fashion,500,0,FALSE,0.083333333,0.208333333,0.166666667,24,0.036363636,0.2,0.236363636,55,0
Publishing,3300,935,FALSE,0.083333333,0.333333333,0.083333333,24,0.060165975,0.132780083,0.157676349,482,0
Design,90000,1656,FALSE,0.045454545,0.227272727,0.227272727,22,0.073487032,0.155619597,0.174351585,694,1
Design,39000,10080,FALSE,0.210526316,0.210526316,0.105263158,19,0.086956522,0.173913043,0.144268775,506,0
Music,5000,0,FALSE,0.111111111,0,0.111111111,18,0.111842105,0.125,0.072368421,152,1
Film & Video,4500,0,FALSE,0,0.086956522,0.173913043,23,0.06185567,0.157216495,0.195876289,388,1
Theater,3000,50,FALSE,0.055555556,0.277777778,0.111111111,18,0.068027211,0.159378037,0.120505345,1029,1
Publishing,15000,250,FALSE,0.045454545,0.045454545,0.136363636,22,0.048611111,0.194444444,0.152777778,144,0
Technology,40000,0,FALSE,0.055555556,0.222222222,0.222222222,18,0.075757576,0.151515152,0.202020202,198,0
Publishing,25000,40240.01,TRUE,0.090909091,0.181818182,0.045454545,22,0.06779661,0.161016949,0.139830508,472,1
Film & Video,15000,50,FALSE,0.047619048,0.19047619,0.142857143,21,0.069565217,0.191304348,0.208695652,115,0
Film & Video,38000,6321,FALSE,0.157894737,0.105263158,0.105263158,19,0.07073955,0.146302251,0.152733119,622,0
Film & Video,250,300,TRUE,0.052631579,0.157894737,0.210526316,19,0.091549296,0.232394366,0.133802817,142,0
Publishing,10000,450,FALSE,0.041666667,0.125,0.208333333,24,0.068656716,0.119402985,0.217910448,335,1
Film & Video,12370,13936,TRUE,0,0.24,0.24,25,0.07505071,0.133874239,0.15821501,493,0
Comics,3000,1026,FALSE,0.090909091,0.272727273,0.136363636,22,0.077586207,0.157327586,0.148706897,464,0
Food,1000,21,FALSE,0,0,0,6,0.097560976,0.182926829,0.097560976,82,0
Food,2000,235,FALSE,0.05,0.35,0.2,20,0.054846939,0.170918367,0.204081633,784,0
Film & Video,2000,2100,TRUE,0.05,0.3,0.05,20,0.054404145,0.191709845,0.17357513,386,0
Film & Video,20000,2,FALSE,0.043478261,0.173913043,0.217391304,23,0.071312804,0.132901135,0.1636953,617,1
Technology,50000,0,FALSE,0,0.266666667,0.066666667,15,0.046948357,0.126760563,0.225352113,213,1
Fashion,60000,3405,FALSE,0.133333333,0.133333333,0.266666667,15,0.074144487,0.171102662,0.136882129,526,0
Comics,5000,12452.88,TRUE,0.19047619,0.095238095,0.047619048,21,0.123689727,0.155136268,0.144654088,477,0
Games,2500,1769,FALSE,0.047619048,0.142857143,0.19047619,21,0.090375587,0.165884194,0.138888889,2556,1
Technology,35000,106330.39,TRUE,0.045454545,0.136363636,0.272727273,22,0.073891626,0.179992421,0.154225085,2639,1
Art,45000,516,FALSE,0.058823529,0.411764706,0.117647059,17,0.083056478,0.205980066,0.112956811,301,1
Technology,75000,530,FALSE,0.086956522,0.260869565,0.086956522,23,0.122994652,0.240641711,0.13368984,187,0
Food,75000,0,FALSE,0.130434783,0.260869565,0.130434783,23,0.076502732,0.234972678,0.18579235,183,1
Fashion,1750,1805,TRUE,0.136363636,0.090909091,0.272727273,22,0.095320624,0.129982669,0.169844021,577,1
Dance,1000,1291,TRUE,0.19047619,0.047619048,0.19047619,21,0.06870229,0.160305344,0.125954198,524,1
Technology,100000,5,FALSE,0.2,0.2,0,10,0.025641026,0.256410256,0.147435897,156,0
Fashion,10000,6181,FALSE,0.095238095,0.285714286,0.095238095,21,0.092957746,0.174647887,0.163380282,355,1
Design,20000,2976,FALSE,0,0.153846154,0.076923077,13,0.086956522,0.182608696,0.130434783,690,1
Food,8500,0,FALSE,0.25,0.05,0.25,20,0.068421053,0.184210526,0.115789474,190,0
Art,1000,0,FALSE,0.038461538,0.153846154,0.192307692,26,0.056338028,0.197183099,0.183098592,71,0
Music,6000,10043,TRUE,0.166666667,0.222222222,0.166666667,18,0.073131955,0.146263911,0.128775835,629,0
Crafts,500,80,FALSE,0,0,0.2,5,0.060606061,0.187878788,0.181818182,165,0
Technology,5000,0,FALSE,0.111111111,0.388888889,0.111111111,18,0.104761905,0.295238095,0.171428571,105,0
Crafts,7000,50,FALSE,0.173913043,0.130434783,0.260869565,23,0.06,0.12,0.21,100,0
Food,100000,45,FALSE,0,0.090909091,0.227272727,22,0.079800499,0.14713217,0.179551122,401,1
Art,1,0,FALSE,0.052631579,0.052631579,0.105263158,19,0.0456621,0.182648402,0.164383562,219,1
Art,500,114,FALSE,0.058823529,0.176470588,0.176470588,17,0.089049338,0.168471721,0.203369434,831,1
Food,5000,7066,TRUE,0,0.045454545,0.136363636,22,0.096551724,0.165517241,0.193103448,145,0
Music,3000,4028.98,TRUE,0.222222222,0.222222222,0.166666667,18,0.093434343,0.186868687,0.171717172,396,1
Publishing,4000,237,FALSE,0,0.217391304,0.173913043,23,0.050098232,0.171905697,0.166011788,1018,1
Food,25000,25160,TRUE,0.333333333,0.111111111,0.055555556,18,0.102013423,0.293959732,0.111409396,745,0
Design,10000,7663,FALSE,0.076923077,0.230769231,0.192307692,26,0.079646018,0.22300885,0.157522124,565,1
Photography,20000,33132,TRUE,0.133333333,0.2,0.066666667,15,0.064893617,0.14893617,0.165957447,940,1
Dance,4000,25,FALSE,0.045454545,0.181818182,0.227272727,22,0.049019608,0.18627451,0.196078431,102,1
Film & Video,15000,16810,TRUE,0.142857143,0.142857143,0.095238095,21,0.057756563,0.105011933,0.07875895,2095,1
Music,15000,15846,TRUE,0.130434783,0.130434783,0.130434783,23,0.061650045,0.162284678,0.174070716,1103,1
Fashion,8000,10,FALSE,0,0.125,0,16,0.055718475,0.196480938,0.170087977,341,1
Art,500,230,FALSE,0.047619048,0.238095238,0.142857143,21,0.052770449,0.155672823,0.147757256,379,0
Crafts,40000,0,FALSE,0.05,0.1,0.15,20,0.130434783,0.260869565,0.173913043,23,1
Publishing,375,20,FALSE,0,0.272727273,0.090909091,11,0.054794521,0.182648402,0.168949772,219,0
Games,150,0,FALSE,0,0.625,0.125,8,0.072625698,0.195530726,0.184357542,358,1
Games,1000,11,FALSE,0.041666667,0.208333333,0.166666667,24,0.068965517,0.153256705,0.233716475,261,0
Publishing,13924,3026,FALSE,0.038461538,0.269230769,0.230769231,26,0.061046512,0.177325581,0.165697674,344,0
Technology,25000,0,FALSE,0.105263158,0.105263158,0.210526316,19,0.073684211,0.126315789,0.189473684,95,1
Comics,1000,6,FALSE,0.12,0.12,0.12,25,0.065868263,0.155688623,0.137724551,334,0
Dance,10000,0,FALSE,0.090909091,0.227272727,0.227272727,22,0.059793814,0.158762887,0.177319588,485,0
Publishing,5000,0,FALSE,0.157894737,0.315789474,0.052631579,19,0.071794872,0.158974359,0.194871795,195,0
Design,60000,1455,FALSE,0.090909091,0.318181818,0.045454545,22,0.095149254,0.164179104,0.179104478,536,0
Publishing,75000,60,FALSE,0.4,0,0.2,5,0.06116208,0.137614679,0.180428135,327,1
Fashion,5000,2336,FALSE,0.052631579,0.368421053,0.105263158,19,0.06323185,0.139734582,0.167056987,1281,0
Theater,9000,9317,TRUE,0.181818182,0.363636364,0.090909091,11,0.110787172,0.157434402,0.10787172,343,1
Food,1000,50,FALSE,0.117647059,0.117647059,0.117647059,17,0.117647059,0.156862745,0.156862745,153,1
Games,13000,159706.03,TRUE,0,0.173913043,0.130434783,23,0.068535826,0.141744548,0.147975078,1284,1
Art,30000,6364,FALSE,0.045454545,0.136363636,0.181818182,22,0.075630252,0.162064826,0.156062425,833,0
Film & Video,24500,20781.11,FALSE,0.176470588,0.411764706,0.058823529,17,0.081766917,0.158834586,0.159774436,1064,1
Technology,250,0,FALSE,0.0625,0.125,0.25,16,0.050228311,0.173515982,0.205479452,219,1
Art,1500,2300,TRUE,0.086956522,0.130434783,0.173913043,23,0.065637066,0.123552124,0.177606178,518,1
Comics,4000,235,FALSE,0.045454545,0.181818182,0.045454545,22,0.067164179,0.139303483,0.184079602,402,0
Film & Video,10000,0,FALSE,0.136363636,0.181818182,0.181818182,22,0.15,0.133333333,0.15,60,1
Technology,6000,7012.5,TRUE,0.176470588,0.117647059,0.235294118,17,0.088050314,0.169811321,0.16509434,636,0
Technology,18000,0,FALSE,0.210526316,0.157894737,0.157894737,19,0.081967213,0.147540984,0.196721311,122,1
Music,60000,205,FALSE,0,0.125,0.041666667,24,0.056962025,0.120253165,0.215189873,158,0
Music,30000,415,FALSE,0.2,0.15,0.05,20,0.075809199,0.166950596,0.166950596,1174,0
Film & Video,1000,1577,TRUE,0.153846154,0.230769231,0.230769231,13,0.079710145,0.188405797,0.130434783,138,1
Technology,45000,1746,FALSE,0.3,0.35,0,20,0.093701997,0.216589862,0.142857143,651,1
Technology,250000,20580,FALSE,0.045454545,0,0.136363636,22,0.112903226,0.120967742,0.137096774,124,0
Technology,20000,30,FALSE,0.222222222,0.055555556,0.166666667,18,0.092391304,0.114130435,0.222826087,184,0
